Waybill Date,Origin,Origin-St,Destination,Destination-St,Commodity,Railcars-Containers,Rail-Miles,Net-Weight-Tons,Metric-Tonnes,Rail-km,Rail-GHG-Emissions-Tonnes,Truck-GHG-Emissions-Tonnes
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Vegetable seed (seed production only),1,2757.8,5,4.54,4438.13,0.26,1.55
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Soybeans,1,2765.7,5,4.54,4450.84,0.26,1.56
2024-08-28,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Ducks,1,764.1,19,17.24,1229.67,0.27,1.64
2024-09-06,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Deferred goat,1,766.3,23,20.87,1233.21,0.33,1.99
2024-08-16,ROBERTS BANK,BC,MALPORT,ON,Cumin,1,2765.7,23,20.87,4450.84,1.19,7.17
2024-08-27,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Elk,1,766.3,23,20.87,1233.21,0.33,1.99
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Cranberries,1,2757.8,25,22.68,4438.13,1.28,7.77
2024-08-09,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Pepper,1,766.3,24,21.77,1233.21,0.34,2.07
2024-09-06,ROBERTS BANK,BC,ARCADIA,WI,Wild boar,1,2255.4,6,5.44,3629.62,0.25,1.53
2024-08-27,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Quinoa,1,764.1,22,19.96,1229.67,0.31,1.89
2024-08-27,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Cantaloupe,1,2457.7,22,19.96,3955.18,1.01,6.1
2024-09-26,MONTREAL TASCH YARD,PQ,ROBERTS BANK,BC,Horseradish,1,3066.6,19,17.24,4935.08,1.09,6.57
2024-09-09,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Canary seed,1,764.1,28,25.4,1229.67,0.4,2.41
2024-08-27,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Apricots,1,2737.3,8,7.26,4405.14,0.41,2.47
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Bok choi,1,2757.8,29,26.31,4438.13,1.49,9.02
2024-10-07,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Peppers,1,1101.2,26,23.59,1772.16,0.53,3.23
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Corn,1,2757.8,24,21.77,4438.13,1.23,7.46
2024-08-09,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Blackberries,1,1101.2,17,15.42,1772.16,0.35,2.11
2024-09-25,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Lentils,1,988.7,30,27.22,1591.11,0.55,3.34
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Khorasan wheat/Kamut,1,2757.8,9,8.16,4438.13,0.46,2.8
2024-09-06,ROBERTS BANK,BC,ARCADIA,WI,Goats,1,2255.4,2,1.81,3629.62,0.08,0.51
2024-08-06,ROBERTS BANK,BC,ARCADIA,WI,Chinchilla,1,2255.4,5,4.54,3629.62,0.21,1.27
2024-09-10,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Custom feedlot operator income (itemized invoices) – Qualifying feed and protein supplements,1,1101.2,7,6.35,1772.16,0.14,0.87
2024-08-20,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Pears,1,1101.2,3,2.72,1772.16,0.06,0.37
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Wheat,1,2757.8,4,3.63,4438.13,0.21,1.24
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Elk velvet,1,2757.8,10,9.07,4438.13,0.51,3.11
2024-08-16,ROBERTS BANK,BC,ARCADIA,WI,Pears,1,2255.4,7,6.35,3629.62,0.29,1.78
2024-09-06,ROBERTS BANK,BC,REGINA INTER TERM,SK,Cucumbers,1,1382.5,4,3.63,2224.86,0.1,0.62
2024-08-13,EDMONTON INTER TERM,AB,ROBERTS BANK,BC,Tarragon,1,767.9,29,26.31,1235.78,0.41,2.51
2024-08-28,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Niger seed/Niger thistle,1,1101.2,5,4.54,1772.16,0.1,0.62
2024-09-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,"Beans, fresh",1,3073.8,7,6.35,4946.67,0.4,2.43
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Fireweed,1,3073.8,10,9.07,4946.67,0.57,3.47
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Cauliflower,1,3073.8,7,6.35,4946.67,0.4,2.43
2024-09-10,FAIRVIEW COVE IMPEX,NS,EDMONTON INTER TERM,AB,"Chickens, eggs for hatching",1,3061.3,18,16.33,4926.55,1.03,6.21
2024-08-16,ROBERTS BANK,BC,MALPORT,ON,Chives,1,2765.7,25,22.68,4450.84,1.29,7.79
2024-08-06,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Fox,1,764.1,7,6.35,1229.67,0.1,0.6
2024-09-09,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Alpacas,1,764.1,28,25.4,1229.67,0.4,2.41
2024-08-20,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Pheasants,1,988.7,30,27.22,1591.11,0.55,3.34
2024-09-09,WINNIPEG SYMING YAR,MB,FAIRVIEW COVE IMPEX,NS,"Sheep, ewes and rams",1,2270.5,28,25.4,3653.92,1.18,7.17
2024-09-18,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Deferred horse for PMU sales,1,1101.2,17,15.42,1772.16,0.35,2.11
2024-08-20,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Strawberries,1,1101.2,27,24.49,1772.16,0.55,3.35
2024-10-04,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Parsley,1,988.7,30,27.22,1591.11,0.55,3.34
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Groundhogs/Hedgehogs,1,2765.7,5,4.54,4450.84,0.26,1.56
2024-09-06,ROBERTS BANK,BC,ARCADIA,WI,Mixed grain,1,2255.4,4,3.63,3629.62,0.17,1.02
2024-08-08,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Sweet corn,1,764.1,8,7.26,1229.67,0.11,0.69
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Maple products,1,2757.8,5,4.54,4438.13,0.26,1.55
2024-08-06,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Carrots,1,766.3,29,26.31,1233.21,0.41,2.51
2024-08-09,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Basil,1,766.3,12,10.89,1233.21,0.17,1.04
2024-08-09,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Deferred deer,1,3073.8,7,6.35,4946.67,0.4,2.43
2024-09-18,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Kenaf,1,764.1,29,26.31,1229.67,0.41,2.5
2024-09-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Milk and cream (cattle),1,3073.8,8,7.26,4946.67,0.46,2.77
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Carrots,1,2757.8,15,13.61,4438.13,0.77,4.66
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Flowers and ornamental foliage,1,3073.8,8,7.26,4946.67,0.46,2.77
2024-08-21,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Brussels sprouts,1,764.1,28,25.4,1229.67,0.4,2.41
2024-08-14,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Chives,1,1101.2,11,9.98,1772.16,0.23,1.37
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Other custom feeding expenses (itemized),1,2757.8,17,15.42,4438.13,0.87,5.28
2024-08-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Nectarines,1,2457.7,14,12.7,3955.18,0.64,3.88
2024-09-03,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Taiwanese chickens,1,988.7,28,25.4,1591.11,0.52,3.12
2024-08-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Trees (cultivated Christmas),1,1101.2,21,19.05,1772.16,0.43,2.61
2024-09-16,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Lupins,1,2737.3,4,3.63,4405.14,0.2,1.23
2024-08-06,ROBERTS BANK,BC,ARCADIA,WI,Manure,1,2255.4,7,6.35,3629.62,0.29,1.78
2024-08-27,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Shallots,1,2457.7,15,13.61,3955.18,0.69,4.16
2024-08-20,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,"Grain (pellets, screenings, silage)",1,1101.2,4,3.63,1772.16,0.08,0.5
2024-08-27,ROBERTS BANK,BC,MALPORT,ON,Swiss chard,1,2765.7,5,4.54,4450.84,0.26,1.56
2024-09-20,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Borage,1,1101.2,10,9.07,1772.16,0.21,1.24
2024-08-09,ROBERTS BANK,BC,MALPORT,ON,Cabbage,1,2765.7,6,5.44,4450.84,0.31,1.87
2024-09-16,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Oats,1,1101.2,2,1.81,1772.16,0.04,0.25
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Rice,1,2757.8,14,12.7,4438.13,0.72,4.35
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Field peas,1,2757.8,9,8.16,4438.13,0.46,2.8
2024-09-16,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Onions,1,764.1,12,10.89,1229.67,0.17,1.03
2024-08-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Quail,1,3073.8,11,9.98,4946.67,0.63,3.81
2024-08-09,ROBERTS BANK,BC,MALPORT,ON,Milk and cream (non-supply managed),1,2765.7,19,17.24,4450.84,0.98,5.92
2024-08-14,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Pollination services fee,1,1101.2,4,3.63,1772.16,0.08,0.5
2024-08-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,"Bees, honey",1,1101.2,26,23.59,1772.16,0.53,3.23
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,"Chickens, eggs (non-supply managed)",1,2757.8,14,12.7,4438.13,0.72,4.35
2024-10-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Hemp,1,1101.2,19,17.24,1772.16,0.39,2.36
2024-09-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Celery,1,2457.7,12,10.89,3955.18,0.55,3.32
2024-08-06,ROBERTS BANK,BC,ARCADIA,WI,Pumpkins,1,2255.4,19,17.24,3629.62,0.8,4.83
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,"Grain (pellets, screenings, silage)",1,1101.2,21,19.05,1772.16,0.43,2.61
2024-08-06,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Melons,1,2737.3,11,9.98,4405.14,0.56,3.39
2024-10-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,"Chickens, eggs (non-supply managed)",1,1101.2,18,16.33,1772.16,0.37,2.23
2024-08-16,ROBERTS BANK,BC,ARCADIA,WI,"Sheep, lambs",1,2255.4,6,5.44,3629.62,0.25,1.53
2024-08-09,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Fenugreek,1,766.3,15,13.61,1233.21,0.21,1.3
2024-09-06,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Chervil,1,2737.3,6,5.44,4405.14,0.31,1.85
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Flowers and ornamental foliage,1,2757.8,14,12.7,4438.13,0.72,4.35
2024-08-06,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Cherry tomatoes,1,978.5,12,10.89,1574.7,0.22,1.32
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Watermelon,1,2757.8,6,5.44,4438.13,0.31,1.87
2024-09-05,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Mustard leaves,1,1101.2,11,9.98,1772.16,0.23,1.37
2024-08-16,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Apricots,1,978.5,6,5.44,1574.7,0.11,0.66
2024-10-07,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Spinach,1,764.1,20,18.14,1229.67,0.28,1.72
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,"Sheep, ewes and rams",1,3073.8,7,6.35,4946.67,0.4,2.43
2024-08-09,ROBERTS BANK,BC,MALPORT,ON,Bison,1,2765.7,22,19.96,4450.84,1.13,6.86
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Camelina,1,2757.8,14,12.7,4438.13,0.72,4.35
2024-08-27,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Wild boar,1,2737.3,9,8.16,4405.14,0.46,2.78
2024-09-27,ROBERTS BANK,BC,MEMPHIS INTER TERM,TN,Other custom feeding expenses (itemized),1,2931.1,15,13.61,4717.02,0.82,4.96
2024-08-01,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Chickens,1,1101.2,8,7.26,1772.16,0.16,0.99
2024-09-09,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,"Currants (black, red)",1,1101.2,21,19.05,1772.16,0.43,2.61
2024-08-27,ROBERTS BANK,BC,MALPORT,ON,Milk and cream (cattle),1,2765.7,25,22.68,4450.84,1.29,7.79
2024-08-16,ROBERTS BANK,BC,ARCADIA,WI,Potatoes and by-products,1,2255.4,7,6.35,3629.62,0.29,1.78
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Coriander,1,3073.8,5,4.54,4946.67,0.29,1.73
2024-09-24,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Pigeons,1,1101.2,27,24.49,1772.16,0.55,3.35
2024-08-09,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Mustard leaves,1,1101.2,11,9.98,1772.16,0.23,1.37
2024-09-06,ROBERTS BANK,BC,MALPORT,ON,Artichokes,1,2765.7,3,2.72,4450.84,0.15,0.94
2024-08-06,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Deferred elk,1,978.5,10,9.07,1574.7,0.18,1.1
2024-09-03,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Prepared feed and protein supplements (itemized),1,988.7,28,25.4,1591.11,0.52,3.12
2024-09-06,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Caraway seed,1,2737.3,10,9.07,4405.14,0.51,3.09
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Fish meal,1,2757.8,23,20.87,4438.13,1.18,7.15
2024-08-16,ROBERTS BANK,BC,ARCADIA,WI,Tomatoes,1,2255.4,6,5.44,3629.62,0.25,1.53
2024-08-06,ROBERTS BANK,BC,MEMPHIS INTER TERM,TN,Deferred sheep,1,2931.1,11,9.98,4717.02,0.6,3.63
2024-08-20,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Emus,1,764.1,9,8.16,1229.67,0.13,0.78
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Cranberries,1,2757.8,23,20.87,4438.13,1.18,7.15
2024-08-27,ROBERTS BANK,BC,MALPORT,ON,Plums,1,2765.7,12,10.89,4450.84,0.62,3.74
2024-09-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,"Chickens, eggs for consumption",1,3073.8,22,19.96,4946.67,1.26,7.62
2024-09-06,ROBERTS BANK,BC,WINNIPEG SYMING YAR,MB,Apples,1,1566.3,21,19.05,2520.65,0.61,3.71
2024-08-09,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Lettuce,1,2737.3,4,3.63,4405.14,0.2,1.23
2024-09-25,FAIRVIEW COVE IMPEX,NS,MALPORT,ON,Mustard seed,1,1100.3,16,14.52,1770.71,0.33,1.98
2024-08-06,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Prepared feed and protein supplements (itemized),1,1101.2,10,9.07,1772.16,0.21,1.24
2024-08-27,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Saskatoon berries,1,1101.2,10,9.07,1772.16,0.21,1.24
2024-09-24,MALPORT,ON,ROBERTS BANK,BC,Fish meal,1,2758.5,29,26.31,4439.25,1.49,9.02
2024-09-29,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,"Cattle, fat/slaughter",1,1101.2,23,20.87,1772.16,0.47,2.86
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Pears,1,2765.7,6,5.44,4450.84,0.31,1.87
2024-10-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Prunes,1,1101.2,8,7.26,1772.16,0.16,0.99
2024-08-22,FAIRVIEW COVE IMPEX,NS,CHICAGO INTER TERM,IL,Mink,1,1594.2,22,19.96,2565.55,0.65,3.95
2024-09-17,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Cucumbers,1,1101.2,14,12.7,1772.16,0.29,1.74
2024-08-01,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Peppers,1,764.1,27,24.49,1229.67,0.38,2.33
2024-09-05,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,"Cattle, fat/slaughter",1,764.1,26,23.59,1229.67,0.37,2.24
2024-09-10,FAIRVIEW COVE IMPEX,NS,VANCOUVER INTER TER,BC,Nuts (all),1,3795.3,17,15.42,6107.78,1.2,7.27
2024-08-27,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Artichokes,1,766.3,20,18.14,1233.21,0.29,1.73
2024-08-15,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Pepper,1,764.1,5,4.54,1229.67,0.07,0.43
2024-08-20,FAIRVIEW COVE IMPEX,NS,CHICAGO INTER TERM,IL,Artichokes,1,1594.2,22,19.96,2565.55,0.65,3.95
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Taiwanese chickens,1,1101.2,27,24.49,1772.16,0.55,3.35
2024-09-06,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Stevia,1,978.5,22,19.96,1574.7,0.4,2.43
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Cumin,1,3073.8,19,17.24,4946.67,1.09,6.58
2024-08-06,ROBERTS BANK,BC,MEMPHIS INTER TERM,TN,Cabbage,1,2931.1,5,4.54,4717.02,0.27,1.65
2024-08-09,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Rheas,1,1101.2,22,19.96,1772.16,0.45,2.73
2024-09-26,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Fox,1,1101.2,22,19.96,1772.16,0.45,2.73
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Ranch fur operators feed purchases (non-itemized),1,2757.8,24,21.77,4438.13,1.23,7.46
2024-08-06,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Beets,1,766.3,8,7.26,1233.21,0.11,0.69
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Corn,1,2757.8,2,1.81,4438.13,0.1,0.62
2024-09-16,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Squash,1,978.5,24,21.77,1574.7,0.44,2.65
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Prunes,1,2757.8,6,5.44,4438.13,0.31,1.87
2024-09-30,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Shrubs,1,1101.2,22,19.96,1772.16,0.45,2.73
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Elk,1,2757.8,21,19.05,4438.13,1.08,6.53
2024-09-06,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Prepared feed and purchases (non-itemized),1,764.1,16,14.52,1229.67,0.23,1.38
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Chick peas/Garbanzo beans,1,2757.8,23,20.87,4438.13,1.18,7.15
2024-08-09,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Spelt,1,3073.8,17,15.42,4946.67,0.97,5.89
2024-09-12,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Seeds and bulbs,1,764.1,2,1.81,1229.67,0.03,0.17
2024-09-16,ROBERTS BANK,BC,MALPORT,ON,Spelt,1,2765.7,2,1.81,4450.84,0.1,0.62
2024-08-08,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Witloof chicory,1,988.7,24,21.77,1591.11,0.44,2.67
2024-09-25,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Flaxseed,1,1101.2,26,23.59,1772.16,0.53,3.23
2024-08-28,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Chickens,1,1101.2,21,19.05,1772.16,0.43,2.61
2024-09-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Ginseng,1,3073.8,7,6.35,4946.67,0.4,2.43
2024-08-12,MALPORT,ON,ROBERTS BANK,BC,"Chickens, eggs for consumption",1,2758.5,23,20.87,4439.25,1.18,7.15
2024-08-02,SASKATOON INTER TER,SK,FAIRVIEW COVE IMPEX,NS,Fenugreek,1,2744.5,27,24.49,4416.72,1.38,8.35
2024-08-26,CALGARY LOG PARK,AB,FAIRVIEW COVE IMPEX,NS,Beets,1,3268.7,27,24.49,5260.32,1.64,9.95
2024-08-09,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Prepared feed and protein supplements (itemized),1,1101.2,19,17.24,1772.16,0.39,2.36
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Wool,1,3073.8,19,17.24,4946.67,1.09,6.58
2024-09-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Deferred bovine cattle,1,3073.8,16,14.52,4946.67,0.92,5.54
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Bee by-products,1,1101.2,26,23.59,1772.16,0.53,3.23
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Custom feedlot operator income (non-itemized invoices) – Qualifying prepared feed,1,2757.8,7,6.35,4438.13,0.36,2.18
2024-09-04,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Cantaloupe,1,1101.2,5,4.54,1772.16,0.1,0.62
2024-09-20,REGINA INTER TERM,SK,FAIRVIEW COVE IMPEX,NS,Triticale,1,2654.1,23,20.87,4271.24,1.14,6.88
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Fireweed,1,3073.8,23,20.87,4946.67,1.32,7.97
2024-09-11,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,"Cattle, purebred breeding",1,764.1,4,3.63,1229.67,0.06,0.34
2024-09-10,FAIRVIEW COVE IMPEX,NS,VANCOUVER INTER TER,BC,Leeks,1,3795.3,23,20.87,6107.78,1.63,9.84
2024-08-27,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Milk and cream (non-supply managed),1,2737.3,18,16.33,4405.14,0.92,5.55
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Alpacas,1,2765.7,2,1.81,4450.84,0.1,0.62
2024-09-15,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Goats,1,1101.2,3,2.72,1772.16,0.06,0.37
2024-08-09,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Spinach,1,2457.7,16,14.52,3955.18,0.73,4.43
2024-09-10,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Chickens (non-supply managed),1,764.1,6,5.44,1229.67,0.09,0.52
2024-08-16,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Lathyrus,1,766.3,22,19.96,1233.21,0.31,1.9
2024-08-14,FAIRVIEW COVE IMPEX,NS,VANCOUVER INTER TER,BC,Chinchilla,1,3795.3,23,20.87,6107.78,1.63,9.84
2024-10-02,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Taiwanese chickens,1,764.1,26,23.59,1229.67,0.37,2.24
2024-09-24,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Donkeys/Mules,1,1101.2,21,19.05,1772.16,0.43,2.61
2024-08-06,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,St. John's wort,1,1101.2,9,8.16,1772.16,0.18,1.12
2024-09-20,VANCOUVER INTER TER,BC,FAIRVIEW COVE IMPEX,NS,St. John's wort,1,3802.4,6,5.44,6119.2,0.43,2.57
2024-09-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Corn,1,3073.8,24,21.77,4946.67,1.37,8.32
2024-10-01,FAIRVIEW COVE IMPEX,NS,WINNIPEG SYMING YAR,MB,Broccoflower,1,2261.8,17,15.42,3639.91,0.72,4.33
2024-10-03,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Mint,1,1101.2,3,2.72,1772.16,0.06,0.37
2024-10-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Beans (dry edible),1,1101.2,8,7.26,1772.16,0.16,0.99
2024-08-27,CALGARY LOG PARK,AB,FAIRVIEW COVE IMPEX,NS,Salsify,1,3268.7,27,24.49,5260.32,1.64,9.95
2024-10-03,MALPORT,ON,ROBERTS BANK,BC,Gingko biloba,1,2758.5,18,16.33,4439.25,0.93,5.6
2024-09-18,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Rheas,1,1101.2,17,15.42,1772.16,0.35,2.11
2024-09-20,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Trees (fruit and ornamental),1,1101.2,22,19.96,1772.16,0.45,2.73
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Deferred elk,1,1101.2,24,21.77,1772.16,0.49,2.98
2024-08-27,CALGARY LOG PARK,AB,FAIRVIEW COVE IMPEX,NS,Broccoli,1,3268.7,27,24.49,5260.32,1.64,9.95
2024-09-19,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Bee by-products,1,1101.2,22,19.96,1772.16,0.45,2.73
2024-08-14,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Quinoa,1,1101.2,23,20.87,1772.16,0.47,2.86
2024-08-30,MALPORT,ON,ROBERTS BANK,BC,Shallots,1,2758.5,1,0.91,4439.25,0.05,0.31
2024-08-28,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Bedding plants,1,1101.2,21,19.05,1772.16,0.43,2.61
2024-09-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Cilantro,1,3073.8,19,17.24,4946.67,1.09,6.58
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Swine,1,1101.2,3,2.72,1772.16,0.06,0.37
